concessionaria;ano_do_pnv_snv;tipo_de_radar;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude;velocidade_leve;velocidade_pesado
VIA COSTEIRA;2020;Controlador;BR-101;SC;411,000;Araranguá;Principal;Decrescente;Ativo;;-28,936222;-49,519306;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;410,800;Araranguá;Principal;Crescente;Ativo;;-28,934750;-49,518167;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;407,500;Araranguá;Principal;Decrescente;Ativo;;-28,920083;-49,490417;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;400,700;Maracajá;Principal;Crescente;Ativo;;-28,869556;-49,450889;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;391,940;Criciúma;Principal;Crescente;Ativo;;-28,813111;-49,389139;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;387,700;Içara;Principal;Decrescente;Ativo;;-28,793556;-49,351972;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;373,000;Içara;Principal;Crescente;Ativo;;-28,717139;-49,232194;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;371,900;Içara;Principal;Decrescente;Ativo;;-28,714556;-49,221417;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;355,300;Sangão;Principal;Crescente;Ativo;;-28,630889;-49,089667;110;90
VIA COSTEIRA;2020;Controlador;BR-101;SC;347,840;Jaguaruna;Principal;Decrescente;Ativo;;-28,582194;-49,050361;110;90
VIA CRISTAIS;2010;Controlador;BR-40;MG;462,950;Sete Lagoas;Principal;Crescente;Ativo;;-19,420795;-44,339028;70;70
VIA CRISTAIS;2010;Controlador;BR-40;MG;462,300;Sete Lagoas;Principal;Crescente;Ativo;;-19,414844;-44,339894;70;70
VIA CRISTAIS;2010;Controlador;BR-40;MG;413,400;Curvelo;Principal;Crescente;Ativo;;-19,136239;-44,617694;60;60
VIA CRISTAIS;2010;Controlador;BR-40;MG;413,800;Curvelo;Principal;Decrescente;Ativo;;-19,137708;-44,615769;60;60
VIA CRISTAIS;2010;Controlador;BR-40;MG;145,400;João Pinheiro;Principal;Decrescente;Ativo;;-17,756807;-46,160524;60;60
VIA CRISTAIS;2010;Controlador;BR-40;MG;145,100;João Pinheiro;Principal;Crescente;Ativo;;-17,756081;-46,162397;60;60
VIA CRISTAIS;2010;Controlador;BR-40;MG;276,250;Três Marias;Principal;Decrescente;Ativo;;-18,209322;-45,228072;60;60
VIA CRISTAIS;2010;Controlador;BR-40;MG;459,500;Caetanópolis;Principal;Crescente;Ativo;;-19,393211;-44,334908;110;110
VIA CRISTAIS;2010;Controlador;BR-40;MG;129,200;João Pinheiro;Principal;Crescente;Ativo;;-17,704359;-46,293400;60;60
VIA CRISTAIS;2010;Controlador;BR-40;MG;129,300;João Pinheiro;Principal;Decrescente;Ativo;;-17,704492;-46,292447;60;60
VIA CRISTAIS;2010;Controlador;BR-40;MG;118,700;Lagoa Grande;Principal;Crescente;Ativo;;-17,660094;-46,375936;60;60
VIA CRISTAIS;2010;Controlador;BR-40;MG;118,800;Lagoa Grande;Principal;Decrescente;Ativo;;-17,660428;-46,374239;60;60
VIA CRISTAIS;2010;Redutor;BR-40;MG;443,700;Paraopeba;Principal;Crescente;Ativo;;-19,288367;-44,412519;70;70
VIA CRISTAIS;2010;Controlador;BR-40;GO;97,200;Cristalina;Principal;Crescente;Ativo;;-16,769369;-47,591750;80;80
VIA CRISTAIS;2010;Controlador;BR-40;MG;50,300;Paracatu;Principal;Crescente;Ativo;;-17,241471;-46,795893;60;60
VIA CRISTAIS;2010;Controlador;BR-40;MG;50,500;Paracatu;Principal;Decrescente;Ativo;;-17,242289;-46,794797;60;60
VIA CRISTAIS;2010;Controlador;BR-40;MG;141,500;João Pinheiro;Principal;Crescente;Ativo;;-17,737399;-46,188469;60;60
VIA CRISTAIS;2010;Controlador;BR-40;MG;245,250;São Gonçalo do Abaeté;Principal;Crescente;Ativo;;-18,096692;-45,473264;60;60
VIA CRISTAIS;2010;Controlador;BR-40;MG;246,300;São Gonçalo do Abaeté;Principal;Crescente;Ativo;;-18,104489;-45,468439;60;60
VIA MINEIRA;2012;Controlador;BR-40;MG;545,980;Nova Lima;Principal;Crescente;Ativo;;-20,015834;-43,970249;100;80
VIA MINEIRA;2012;Controlador;BR-40;MG;551,400;Nova Lima;Principal;Crescente;Ativo;;-20,057838;-43,975428;100;80
VIA MINEIRA;2012;Controlador;BR-40;MG;590,059;Itabirito;Principal;Decrescente;Ativo;;-20,370904;-43,910905;60;60
VIA MINEIRA;2012;Controlador;BR-40;MG;603,700;Ouro Preto;Principal;Decrescente;Ativo;;-20,453690;-43,839237;80;80
VIA MINEIRA;2012;Controlador;BR-40;MG;614,600;Congonhas;Principal;Decrescente;Ativo;;-20,538646;-43,820727;60;60
VIA MINEIRA;2012;Controlador;BR-40;MG;614,600;Congonhas;Principal;Crescente;Ativo;;-20,538108;-43,820929;60;60
VIA MINEIRA;2012;Controlador;BR-40;MG;716,300;Barbacena;Principal;Decrescente;Ativo;;-21,273840;-43,648310;60;60
VIA MINEIRA;2012;Controlador;BR-40;MG;737,100;Santos Dumont;Principal;Decrescente;Ativo;;-21,409036;-43,567132;60;60
VIA SUL;2019;Controlador;BR-386;RS;245,200;Soledade;Principal;Decrescente;Ativo;;-28,803798;-52,507508;60;60
VIA SUL;2019;Redutor;BR-386;RS;270,800;Fontoura Xavier;Principal;Decrescente;Ativo;;-28,978289;-52,367937;60;60
VIA SUL;2019;Controlador;BR-386;RS;305,000;Pouso Novo;Principal;Crescente;Ativo;;-29,189548;-52,188429;60;80
VIA SUL;2019;Controlador;BR-386;RS;367,400;Fazenda Vilanova;Principal;Crescente;Ativo;;-29,581164;-51,841074;100;80
VIA SUL;2019;Redutor;BR-386;RS;388,000;Triunfo;Principal;Crescente;Ativo;;-29,695129;-51,693235;60;60
VIA SUL;2019;Controlador;BR-386;RS;405,300;Montenegro;Principal;Decrescente;Ativo;;-29,780227;-51,552887;100;80
VIA SUL;2019;Redutor;BR-386;RS;434,600;Nova Santa Rita;Principal;Crescente;Ativo;;-29,846361;-51,276471;60;60
VIA SUL;2019;Controlador;BR-386;RS;443,000;Canoas;Principal;Crescente;Ativo;;-29,889403;-51,212150;100;80
VIA SUL;2019;Controlador;BR-101;RS;15,500;Dom Pedro de Alcântara;Principal;Crescente;Ativo;;-29,410162;-49,857806;100;80
VIA SUL;2019;Controlador;BR-101;RS;4,700;Torres;Principal;Crescente;Ativo;;-29,337014;-49,785164;100;80
VIA SUL;2019;Redutor;BR-101;RS;86,200;Osório;Principal;Crescente;Ativo;;-29,879663;-50,261308;80;80
VIA SUL;2019;Controlador;BR-101;RS;71,800;Osório;Principal;Crescente;Ativo;;-29,761297;-50,217864;100;80
VIA SUL;2019;Controlador;BR-101;RS;57,600;Maquiné;Principal;Crescente;Ativo;;-29,662472;-50,133248;100;80
VIA SUL;2019;Controlador;BR-386;RS;415,127;Montenegro;Principal;Decrescente;Ativo;;-29,817980;-51,470985;100;80
VIA SUL;2019;Controlador;BR-386;RS;415,126;Montenegro;Principal;Decrescente;Ativo;;-29,818095;-51,470924;100;80
VIA SUL;2019;Controlador;BR-448;RS;4,101;Esteio;Principal;Crescente;Ativo;;-29,846137;-51,203835;100;80
VIA SUL;2019;Controlador;BR-448;RS;4,100;Esteio;Principal;Crescente;Ativo;;-29,845924;-51,203898;100;80
VIA SUL;2019;Controlador;BR-290;RS;92,500;Porto Alegre;Principal;Decrescente;Ativo;;-29,971188;-51,182885;100;90
VIA SUL;2019;Controlador;BR-290;RS;91,000;Porto Alegre;Principal;Crescente;Ativo;;-29,968781;-51,167917;100;80
VIA SUL;2019;Controlador;BR-290;RS;70,901;Gravataí;Principal;Crescente;Ativo;;-29,951409;-50,965520;110;90
VIA SUL;2019;Controlador;BR-290;RS;70,900;Gravataí;Principal;Crescente;Ativo;;-29,951371;-50,965540;110;90
VIA SUL;2019;Controlador;BR-290;RS;31,001;Santo Antônio da Patrulha;Principal;Crescente;Ativo;;-29,884067;-50,565498;110;90
VIA SUL;2019;Controlador;BR-290;RS;31,000;Santo Antônio da Patrulha;Principal;Crescente;Ativo;;-29,884016;-50,565478;110;90
VIA SUL;2019;Controlador;BR-290;RS;10,001;Osório;Principal;Crescente;Ativo;;-29,891572;-50,374095;110;90
VIA SUL;2019;Controlador;BR-290;RS;10,000;Osório;Principal;Crescente;Ativo;;-29,891524;-50,374100;110;90
WAY 262;2023;Redutor;BR-262;MG;355,940;Betim;Principal;Decrescente;Ativo;;-19,973605;-44,273728;60;60
WAY 262;2023;Redutor;BR-262;MG;355,940;Betim;Principal;Decrescente;Ativo;;-19,973605;-44,273728;80;80
WAY 262;2023;Controlador;BR-262;MG;359,840;Juatuba;Principal;Decrescente;Ativo;;-19,972628;-44,309762;60;60
WAY 262;2023;Controlador;BR-262;MG;372,880;Juatuba;Principal;Decrescente;Ativo;;-19,931015;-44,412622;60;60
WAY 262;2023;Controlador;BR-262;MG;374,520;Juatuba;Principal;Decrescente;Ativo;;-19,932783;-44,426809;60;60
WAY 262;2023;Controlador;BR-262;MG;375,770;Juatuba;Principal;Decrescente;Ativo;;-19,935081;-44,435422;60;60
WAY 262;2023;Redutor;BR-262;MG;443,730;Nova Serrana;Principal;Crescente/Decrescente;Ativo;;-19,851362;-45,027075;60;60
WAY 262;2023;Redutor;BR-262;MG;469,580;Bom Despacho;Principal;Crescente/Decrescente;Ativo;;-19,785742;-45,252514;60;60
WAY 262;2023;Redutor;BR-262;MG;470,400;Bom Despacho;Principal;Crescente/Decrescente;Ativo;;-19,782982;-45,259761;60;60
WAY 262;2023;Controlador;BR-262;MG;474,750;Bom Despacho;Principal;Crescente/Decrescente;Ativo;;-19,786450;-45,300527;60;60
WAY 262;2023;Redutor;BR-262;MG;515,860;Luz;Principal;Crescente/Decrescente;Ativo;;-19,782851;-45,683228;60;60
WAY 262;2023;Controlador;BR-262;MG;550,165;Luz;Principal;Decrescente;Ativo;;-19,742495;-45,945974;60;60
WAY 262;2023;Controlador;BR-262;MG;557,430;Córrego Danta;Principal;Crescente/Decrescente;Ativo;;-19,738992;-46,008014;60;60
WAY 262;2023;Controlador;BR-262;MG;582,470;Campos Altos;Principal;Crescente/Decrescente;Ativo;;-19,666958;-46,164079;60;60
WAY 262;2023;Controlador;BR-262;MG;585,560;Campos Altos;Principal;Decrescente;Ativo;;-19,653601;-46,184584;60;60
WAY 262;2023;Controlador;BR-262;MG;669,470;Araxá;Principal;Crescente;Ativo;;-19,554654;-46,888642;60;60
